Feature,Importance
Geography_Germany,0.8199196869779237
Age,0.7358092789940779
Gender_Male,-0.5219710357547345
IsActiveMember,-0.5155320746732793
Balance,0.16161361740693878
CreditScore,-0.08585981846764108
NumOfProducts,-0.07054587499579418
EstimatedSalary,0.04782212213268808
Geography_Spain,0.04351484475916104
HasCrCard,-0.03233012356087716
Tenure,-0.020193164689074505
